,Date,Ticker,Representative,Transaction,Amount,Range
315,2018-10-29,BABA, James R. Langevin,Purchase,100001.0,"$100,001-250,000"
316,2018-10-10,BABA, Roger W. Marshall,Sale,1001.0,"$1,001-$15,000"
317,2018-09-20,BABA, Thomas J. Rooney,Purchase,1001.0,"$1,001-$15,000"
318,2018-09-05,BABA, Roger W. Marshall,Sale,1001.0,"$1,001-$15,000"
319,2018-08-27,BABA, Roger W. Marshall,Purchase,1001.0,"$1,001-$15,000"
320,2018-08-17,BABA, Dwight Evans,Purchase,1001.0,"$1,001-$15,000"
321,2018-04-25,BABA, James R. Langevin,Purchase,100001.0,"$100,001-250,000"
322,2019-12-18,TRP, John B. Larson,Sale,1001.0,"$1,001-$15,000"
323,2018-12-06,TRP, David A. Trott,Sale,15001.0,"$15,001-$50,000"
324,2018-10-31,TRP, Bill Flores,Sale,1001.0,"$1,001-$15,000"
325,2018-10-10,TRP, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
326,2018-10-09,TRP, Bill Flores,Purchase,1001.0,"$1,001-$15,000"
327,2018-09-20,TRP, David A. Trott,Sale,15001.0,"$15,001-$50,000"
328,2018-09-10,TRP, David A. Trott,Purchase,1001.0,"$1,001-$15,000"
329,2018-09-14,CCH, Mark R Meadows,Purchase,15001.0,"$15,001-$50,000"
330,2023-01-31,ECL, Kevin Hern,Sale,1001.0,"$1,001-$15,000"
331,2022-12-19,ECL, Kevin Hern,Sale,15001.0,"$15,001-$50,000"
332,2022-11-03,ECL, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
333,2022-11-03,ECL, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
334,2022-07-20,ECL, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
335,2022-07-19,ECL, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
336,2022-02-28,ECL, Donald Sternoff Beyer Jr.,Sale,1001.0,"$1,001-$15,000"
337,2021-06-17,ECL, Donald Sternoff  Beyer Jr,Sale,1001.0,"$1,001-$15,000"
338,2021-05-12,ECL, David B. Mckinley,Sale,439.25,$439.25
339,2021-03-25,ECL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
340,2021-02-19,ECL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
341,2021-02-09,ECL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
342,2021-01-05,ECL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
343,2021-01-04,ECL, Christopher L. Jacobs,Sale,1001.0,"$1,001-$15,000"
344,2020-12-02,ECL, Donald Sternoff  Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
345,2020-11-25,ECL, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
346,2020-10-23,ECL, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
347,2020-08-27,ECL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
348,2020-08-27,ECL, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
349,2020-08-25,ECL, David B. Mckinley,Sale,15001.0,"$15,001-$50,000"
350,2020-08-20,ECL, David B. Mckinley,Sale,1001.0,"$1,001-$15,000"
351,2020-07-31,ECL, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
352,2020-07-31,ECL, Alan S. Lowenthal,Sale,743.62,$743.62
353,2020-07-14,ECL, Donald Sternoff Beyer Jr,Sale,15001.0,"$15,001-$50,000"
354,2020-07-01,ECL, John A. Yarmuth,Sale,1001.0,"$1,001-$15,000"
355,2020-05-19,ECL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
356,2020-05-07,ECL, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
357,2020-05-01,ECL, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
358,2020-04-30,ECL, David B. Mckinley,Purchase,387.85,$387.85
359,2020-04-30,ECL, David B. Mckinley,Purchase,387.85,$387.85
360,2020-04-27,ECL, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
361,2020-04-27,ECL, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
362,2020-04-20,ECL, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
363,2020-04-20,ECL, Alan S. Lowenthal,Sale,348.94,$348.94
364,2020-04-09,ECL, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
365,2020-04-09,ECL, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
366,2020-03-23,ECL, Alan S. Lowenthal,Sale,251.68,$251.68
367,2020-03-23,ECL, Alan S. Lowenthal,Sale,629.2,$629.20
368,2020-03-23,ECL, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
369,2020-02-28,ECL, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
370,2020-02-19,ECL, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
371,2020-01-14,ECL, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
372,2019-12-09,ECL, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
373,2019-11-25,ECL, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
374,2019-11-19,ECL, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
375,2019-11-04,ECL, Alan S. Lowenthal,Purchase,572.16,$572.16
376,2019-11-04,ECL, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
377,2019-11-04,ECL, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
378,2019-10-29,ECL, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
379,2019-10-29,ECL, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
380,2019-10-29,ECL, Alan S. Lowenthal,Purchase,581.15,$581.15
381,2019-08-13,ECL, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
382,2019-07-09,ECL, Elizabeth Fletcher,Sale,1001.0,"$1,001-$15,000"
383,2019-06-25,ECL, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
384,2019-05-31,ECL, Elizabeth Fletcher,Sale,1001.0,"$1,001-$15,000"
385,2019-03-25,ECL, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
386,2019-03-20,ECL, Susie Lee,Sale,1001.0,"$1,001-$15,000"
387,2019-03-08,ECL, David B. Mckinley,Purchase,15001.0,"$15,001-$50,000"
388,2019-03-01,ECL, Nicholas Van Taylor,Sale,1001.0,"$1,001-$15,000"
389,2019-02-26,ECL, Elizabeth Fletcher,Purchase,1001.0,"$1,001-$15,000"
390,2019-01-14,ECL, David B. Mckinley,Sale,15001.0,"$15,001-$50,000"
391,2018-11-02,ECL, Zoe Lofgren,Sale,1001.0,"$1,001-$15,000"
392,2018-08-28,ECL, Carlos Curbelo,Purchase,1001.0,"$1,001-$15,000"
393,2023-02-27,GRFS, Daniel Goldman,Purchase,1001.0,"$1,001-$15,000"
394,2019-11-11,GRFS, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
395,2019-06-24,GRFS, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
396,2021-09-24,AQUA, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
397,2021-02-18,AQUA, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
398,2020-03-06,AQUA, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
399,2020-02-11,AQUA, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
400,2020-02-10,AQUA, Greg Gianforte,Sale,50001.0,"$50,001-$100,000"
401,2019-01-23,AQUA, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
402,2018-11-19,AQUA, Greg Gianforte,Sale,100001.0,"$100,001-250,000"
403,2018-11-05,AQUA, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
404,2018-10-23,AQUA, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
405,2018-10-22,AQUA, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
406,2018-08-28,AQUA, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
407,2018-08-15,AQUA, Greg Gianforte,Purchase,15001.0,"$15,001-$50,000"
408,2018-06-29,AQUA, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
409,2018-06-21,AQUA, Greg Gianforte,Purchase,100001.0,"$100,001-250,000"
410,2023-02-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
411,2022-11-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
412,2022-08-15,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
413,2022-08-05,OKE, Dwight Evans,Purchase,1001.0,"$1,001-$15,000"
414,2022-05-16,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
415,2022-02-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
416,2021-11-15,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
417,2021-08-16,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
418,2021-05-26,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
419,2021-02-16,OKE,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
420,2021-02-12,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
421,2020-12-30,OKE, Dwight Evans,Sale,15001.0,"$15,001-$50,000"
422,2020-11-13,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
423,2020-10-19,OKE, Susie Lee,Sale,1001.0,"$1,001-$15,000"
424,2020-08-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
425,2020-06-09,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
426,2020-06-05,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
427,2020-05-27,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
428,2020-05-19,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
429,2020-05-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
430,2020-03-26,OKE, Kevin Hern,Purchase,15001.0,"$15,001-$50,000"
431,2020-03-09,OKE, Susie Lee,Sale,1001.0,"$1,001-$15,000"
432,2020-02-24,OKE, Susie Lee,Sale,1001.0,"$1,001-$15,000"
433,2020-02-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
434,2019-11-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
435,2019-08-29,OKE, Susie Lee,Sale,1001.0,"$1,001-$15,000"
436,2019-08-28,OKE, Susie Lee,Sale,1001.0,"$1,001-$15,000"
437,2019-08-14,OKE, Kevin Hern,Purchase,1001.0,"$1,001-$15,000"
438,2019-06-25,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
439,2019-04-25,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
440,2019-02-27,OKE, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
441,2018-10-31,OKE, Bill Flores,Sale,1001.0,"$1,001-$15,000"
442,2018-10-10,OKE, Bill Flores,Sale,1001.0,"$1,001-$15,000"
443,2018-09-10,OKE, David A. Trott,Sale,15001.0,"$15,001-$50,000"
444,2018-07-10,OKE, Bill Flores,Sale,1001.0,"$1,001-$15,000"
445,2018-05-11,OKE, Bill Flores,Sale,1001.0,"$1,001-$15,000"
446,2018-05-10,OKE, Bill Flores,Sale,1001.0,"$1,001-$15,000"
447,2018-04-11,OKE, Kevin Yoder,Purchase,1001.0,"$1,001-$15,000"
448,2020-05-19,SPSC, Peter Welch,Sale,1001.0,"$1,001-$15,000"
449,2020-05-08,SPSC, Peter Welch,Sale,1001.0,"$1,001-$15,000"
450,2019-06-24,SPSC, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
451,2019-05-01,SPSC, Peter Welch,Purchase,1001.0,"$1,001-$15,000"
452,2021-07-01,FQAL, Kevin Hern,Purchase,100001.0,"$100,001-250,000"
453,2022-10-20,EFX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
454,2022-07-15,EFX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
455,2022-06-14,EFX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
456,2021-11-19,EFX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
457,2021-02-25,EFX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
458,2020-10-07,EFX, Susie Lee,Sale,1001.0,"$1,001-$15,000"
459,2020-06-09,EFX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
460,2020-04-28,EFX, Susie Lee,Purchase,1001.0,"$1,001-$15,000"
461,2019-04-05,EFX, Lois Frankel,Purchase,1001.0,"$1,001-$15,000"
462,2018-11-20,EFX, Alan S. Lowenthal,Sale,805.35,$805.35
463,2018-11-20,EFX, Alan S. Lowenthal,Sale,15001.0,"$15,001-$50,000"
464,2018-10-12,EFX, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
465,2018-10-12,EFX, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
466,2018-10-12,EFX, Alan S. Lowenthal,Sale,120.74,$120.74
467,2018-10-12,EFX, Alan S. Lowenthal,Sale,241.5,$241.50
468,2018-10-11,EFX, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
469,2018-10-11,EFX, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
470,2018-10-11,EFX, Alan S. Lowenthal,Sale,120.44,$120.44
471,2018-10-11,EFX, Alan S. Lowenthal,Sale,120.43,$120.43
472,2018-07-31,EFX, Alan S. Lowenthal,Purchase,126.4,$126.40
473,2018-07-31,EFX, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
474,2018-07-30,EFX, Alan S. Lowenthal,Purchase,251.04,$251.04
475,2018-07-30,EFX, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
476,2018-04-26,EFX, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
477,2018-04-26,EFX, Alan S. Lowenthal,Purchase,231.65,$231.65
478,2018-03-21,EFX, Lois Frankel,Sale,1001.0,"$1,001-$15,000"
479,2017-11-29,GRPN, Barbara J  Comstock,Purchase,1001.0,"$1,001-$15,000"
480,2023-01-31,ISRG, Daniel Goldman,Purchase,1001.0,"$1,001-$15,000"
481,2022-10-12,ISRG, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
482,2022-09-12,ISRG, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
483,2022-06-28,ISRG, John Curtis,Sale,1001.0,"$1,001-$15,000"
484,2022-06-10,ISRG, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
485,2022-02-28,ISRG, Donald Sternoff Beyer Jr.,Sale,15001.0,"$15,001-$50,000"
486,2022-02-23,ISRG, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
487,2022-01-26,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
488,2021-12-01,ISRG, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
489,2021-06-22,ISRG, John Curtis,Purchase,1001.0,"$1,001-$15,000"
490,2021-05-04,ISRG, Kathy Manning,Sale,1001.0,"$1,001-$15,000"
491,2021-02-23,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
492,2021-02-16,ISRG,Mr. Peter Meijer,Sale,1001.0,"$1,001-$15,000"
493,2020-11-05,ISRG, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
494,2020-07-14,ISRG, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
495,2020-05-07,ISRG, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
496,2020-05-01,ISRG, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
497,2020-04-27,ISRG, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
498,2020-04-27,ISRG, Donald Sternoff Beyer Jr,Sale,1001.0,"$1,001-$15,000"
499,2020-04-17,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
500,2020-04-17,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
501,2020-04-02,ISRG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
502,2020-04-02,ISRG, Dean Phillips,Sale,1001.0,"$1,001-$15,000"
503,2020-03-27,ISRG, John Curtis,Purchase,1001.0,"$1,001-$15,000"
504,2020-01-28,ISRG, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
505,2019-12-23,ISRG, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
506,2019-12-09,ISRG, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
507,2019-11-22,ISRG, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
508,2019-11-19,ISRG, Donald Sternoff Beyer Jr,Purchase,1001.0,"$1,001-$15,000"
509,2019-09-20,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
510,2019-07-16,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
511,2019-04-15,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
512,2018-10-01,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
513,2018-08-10,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
514,2018-08-07,ISRG, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
515,2017-11-07,ISRG, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
516,2019-06-04,EXEL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
517,2019-04-16,EXEL, Donna Shalala,Sale,1001.0,"$1,001-$15,000"
518,2019-02-06,EXEL, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
519,2019-01-09,EXEL, Donna Shalala,Purchase,1001.0,"$1,001-$15,000"
520,2023-02-24,BX, Michael C. Burgess,Sale,1001.0,"$1,001-$15,000"
521,2023-02-24,BX, Michael C. Burgess,Purchase,15001.0,"$15,001-$50,000"
522,2023-02-24,BX, Michael C. Burgess,Purchase,15001.0,"$15,001-$50,000"
523,2023-01-27,BX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
524,2023-01-23,BX, Shri Thanedar,Sale,50001.0,"$50,001-$100,000"
525,2022-12-05,BX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
526,2022-11-14,BX, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
527,2022-11-14,BX, Alan S. Lowenthal,Sale,1001.0,"$1,001-$15,000"
528,2022-10-21,BX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
529,2022-09-14,BX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
530,2022-08-11,BX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
531,2022-06-15,BX, Kathy Manning,Sale,15001.0,"$15,001-$50,000"
532,2022-05-02,BX, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
533,2022-03-09,BX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
534,2021-10-21,BX, Alan S. Lowenthal,Sale,15001.0,"$15,001-$50,000"
535,2021-10-12,BX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
536,2021-09-02,BX, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
537,2021-08-09,BX, Zoe Lofgren,Purchase,1001.0,"$1,001-$15,000"
538,2021-04-22,BX, Debbie Dingell,Sale,15001.0,"$15,001-$50,000"
539,2021-03-22,BX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
540,2021-02-23,BX, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
541,2020-11-04,BX, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
542,2020-11-04,BX, Alan S. Lowenthal,Purchase,610.44,$610.44
543,2020-11-04,BX, Alan S. Lowenthal,Purchase,998.9,$998.90
544,2020-10-28,BX, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
545,2020-10-16,BX, K. Michael Conaway,Sale,15001.0,"$15,001-$50,000"
546,2020-05-26,BX, K. Michael Conaway,Purchase,50001.0,"$50,001-$100,000"
547,2020-05-26,BX, K. Michael Conaway,Purchase,15001.0,"$15,001-$50,000"
548,2020-05-18,BX, Josh Gottheimer,Sale,15001.0,"$15,001-$50,000"
549,2020-04-17,BX, Alan S. Lowenthal,Purchase,146.65,$146.65
550,2020-04-17,BX, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
551,2020-04-17,BX, Alan S. Lowenthal,Purchase,342.19,$342.19
552,2020-04-16,BX, Alan S. Lowenthal,Purchase,996.91,$996.91
553,2020-04-16,BX, Alan S. Lowenthal,Purchase,1001.0,"$1,001-$15,000"
554,2020-04-16,BX, Alan S. Lowenthal,Purchase,474.72,$474.72
555,2020-03-17,BX, Josh Gottheimer,Purchase,15001.0,"$15,001-$50,000"
556,2020-03-10,BX, Kathy Castor,Sale,1001.0,"$1,001-$15,000"
557,2019-06-17,BX, Bob Gibbs,Purchase,1001.0,"$1,001-$15,000"
558,2019-01-24,BX, Kathy Castor,Purchase,1001.0,"$1,001-$15,000"
559,2020-11-13,E, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
560,2019-03-25,E, Nicholas Van Taylor,Sale,15001.0,"$15,001-$50,000"
561,2023-02-27,STBFY, Daniel Goldman,Purchase,1001.0,"$1,001-$15,000"
562,2023-01-13,STBFY, Daniel Goldman,Purchase,1001.0,"$1,001-$15,000"
563,2018-11-19,STBFY, Greg Gianforte,Sale,1001.0,"$1,001-$15,000"
564,2022-10-21,ABT, John Curtis,Sale,1001.0,"$1,001-$15,000"
565,2022-09-21,ABT, David B. Mckinley,Sale,1001.0,"$1,001-$15,000"
566,2022-07-27,ABT, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
567,2022-07-27,ABT, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
568,2022-07-27,ABT, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
569,2022-07-15,ABT, Robert J. Wittman,Purchase,1001.0,"$1,001-$15,000"
570,2022-07-15,ABT, Kathy Manning,Purchase,1001.0,"$1,001-$15,000"
571,2022-06-16,ABT, Robert J. Wittman,Sale,1001.0,"$1,001-$15,000"
572,2022-04-19,ABT, Robert J. Wittman,Purchase,1001.0,"$1,001-$15,000"
573,2022-03-15,ABT, Robert J. Wittman,Sale,1001.0,"$1,001-$15,000"
574,2022-01-07,ABT, Michael C. Burgess,Sale,1001.0,"$1,001-$15,000"
575,2021-12-02,ABT, Michael C. Burgess,Purchase,1001.0,"$1,001-$15,000"
576,2021-10-28,ABT, Kim Dr Schrier,Sale,1001.0,"$1,001-$15,000"
577,2021-03-04,ABT, Carol Devine Miller,Purchase,1001.0,"$1,001-$15,000"
578,2021-02-16,ABT,Mr. Peter Meijer,Sale,15001.0,"$15,001-$50,000"
579,2021-01-05,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
580,2021-01-05,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
581,2021-01-05,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
582,2020-11-10,ABT, Katherine M. Clark,Sale,1001.0,"$1,001-$15,000"
583,2020-11-05,ABT, Katherine M. Clark,Sale,1001.0,"$1,001-$15,000"
584,2020-10-22,ABT, Katherine M. Clark,Purchase,1001.0,"$1,001-$15,000"
585,2020-10-22,ABT, Katherine M. Clark,Purchase,1001.0,"$1,001-$15,000"
586,2020-09-28,ABT, K. Michael Conaway,Purchase,15001.0,"$15,001-$50,000"
587,2020-09-28,ABT, K. Michael Conaway,Purchase,50001.0,"$50,001-$100,000"
588,2020-09-23,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
589,2020-08-28,ABT, David B. Mckinley,Sale,1001.0,"$1,001-$15,000"
590,2020-08-07,ABT, Joe Courtney,Sale,1001.0,"$1,001-$15,000"
591,2020-07-28,ABT, Carol Devine Miller,Purchase,15001.0,"$15,001-$50,000"
592,2020-04-30,ABT, David B. Mckinley,Purchase,1001.0,"$1,001-$15,000"
593,2020-04-02,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
594,2020-04-02,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
595,2020-03-27,ABT, John Curtis,Purchase,1001.0,"$1,001-$15,000"
596,2020-03-18,ABT, Gilbert Cisneros,Purchase,1001.0,"$1,001-$15,000"
597,2020-03-13,ABT, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
598,2020-02-28,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
599,2020-02-20,ABT, Mikie Sherrill,Sale,1001.0,"$1,001-$15,000"
600,2019-12-31,ABT, Joe Courtney,Purchase,1001.0,"$1,001-$15,000"
601,2019-07-09,ABT, Elizabeth Fletcher,Sale,1001.0,"$1,001-$15,000"
602,2019-06-20,ABT, Dean Phillips,Purchase,1001.0,"$1,001-$15,000"
603,2019-03-15,ABT, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
604,2019-02-27,ABT, Josh Gottheimer,Purchase,1001.0,"$1,001-$15,000"
605,2018-11-05,ABT, Thomas J. Rooney,Purchase,15001.0,"$15,001-$50,000"
606,2018-05-02,ABT, Pete Sessions,Purchase,1001.0,"$1,001-$15,000"
607,2022-05-12,ORI, Virginia Foxx,Sale,15001.0,"$15,001-$50,000"
608,2022-04-06,ORI, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
609,2022-03-07,ORI, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
610,2022-03-01,ORI, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
611,2022-03-01,ORI, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
612,2021-03-07,ORI, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
613,2022-08-02,KNOP, Virginia Foxx,Sale,50001.0,"$50,001-$100,000"
614,2022-06-10,KNOP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
615,2022-05-13,KNOP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
616,2022-04-22,KNOP, Virginia Foxx,Purchase,1001.0,"$1,001-$15,000"
617,2022-04-11,KNOP, Virginia Foxx,Purchase,15001.0,"$15,001-$50,000"
618,2022-01-12,KNOP, Mark Dr Green,Purchase,100001.0,"$100,001-250,000"
619,2022-01-06,KNOP, Mark Dr Green,Purchase,50001.0,"$50,001-$100,000"
620,2022-11-29,ALL, Thomas Suozzi,Sale,50001.0,"$50,001-$100,000"
621,2022-02-11,ALL, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
622,2022-01-26,ALL, Judy Chu,Sale,15001.0,"$15,001-$50,000"
623,2021-06-04,ALL, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
624,2021-06-04,ALL, Thomas Suozzi,Sale,1001.0,"$1,001-$15,000"
625,2021-03-04,ALL, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
626,2021-03-01,ALL, Thomas Suozzi,Purchase,15001.0,"$15,001-$50,000"
627,2020-12-23,ALL, Judy Chu,Sale,15001.0,"$15,001-$50,000"
628,2019-10-11,ALL, Earl Blumenauer,Purchase,1001.0,"$1,001-$15,000"
629,2018-10-10,ALL, Judy Chu,Sale,50001.0,"$50,001-$100,000"
630,2023-02-27,TSM, Daniel Goldman,Sale,50001.0,"$50,001-$100,000"
631,2022-03-30,TSM, Josh Gottheimer,Sale,1001.0,"$1,001-$15,000"
632,2021-11-16,TSM, Pete Sessions,Sale,1001.0,"$1,001-$15,000"
